dataset,T2,clusters,min,mean
Oklahoma97,10,7,0.6857142857142857,0.8457529463369132
Oklahoma97,10,8,0.6368421052631579,0.8235360476841339
Oklahoma97,10,4,0.8811188811188811,0.9174537264499848
Oklahoma97,10,5,0.6621621621621622,0.8596544735296974
Oklahoma97,10,6,0.6527777777777778,0.8451604392360204
Oklahoma97,10,7,0.6666666666666666,0.8285401104736577
Oklahoma97,10,8,0.6551724137931034,0.8129867716671831
Oklahoma97,10,4,0.8760683760683761,0.9269437312966908
Oklahoma97,10,5,0.8571428571428571,0.9292068885063852
Oklahoma97,10,6,0.6363636363636364,0.8712361820119426
Oklahoma97,10,7,0.6666666666666666,0.8613151197219109
Oklahoma97,10,8,0.632183908045977,0.8133454328271812
Oklahoma97,10,4,0.8854961832061069,0.9204195182107524
Oklahoma97,10,5,0.8831168831168831,0.9110044903149912
Oklahoma97,10,6,0.6616161616161617,0.8003865407109778
Oklahoma97,10,7,0.589041095890411,0.8409360304148125
Oklahoma97,10,8,0.6174863387978142,0.8104238019543379
Oklahoma97,10,4,0.8090551181102362,0.9057590018854872
Oklahoma97,10,5,0.6447368421052632,0.8551048888079282
Oklahoma97,10,6,0.6267281105990783,0.8109639745068028
Oklahoma97,10,7,0.6521739130434783,0.7928941318957573
Oklahoma97,10,8,0.5854922279792746,0.7997281483967752
Oklahoma97,10,4,0.8180112570356473,0.8937798944349962
Oklahoma97,10,5,0.8227091633466136,0.8903049168789027
Oklahoma97,10,6,0.7725,0.8863144786919551
Oklahoma97,10,7,0.6805555555555556,0.8112654680743484
Oklahoma97,10,8,0.6505681818181818,0.8197509151026037
Oklahoma97,10,4,0.8836565096952909,0.9166358085346008
Oklahoma97,10,5,0.8076923076923077,0.8823919804783351
Oklahoma97,10,6,0.7402597402597403,0.8743746686846778
Oklahoma97,10,7,0.7308641975308642,0.8505058248343839
Oklahoma97,10,8,0.6818181818181818,0.8449263389355326
Oklahoma97,10,4,0.8756855575868373,0.9254414549117508
Oklahoma97,10,5,0.8091787439613527,0.9061359637906592
Oklahoma97,10,6,0.6338028169014085,0.8450599282514691
Oklahoma97,10,7,0.6428571428571429,0.8105063635189114
Oklahoma97,10,8,0.4842105263157895,0.7958576513370383
Oklahoma97,10,4,0.8896434634974533,0.9448152492579752
Oklahoma97,10,5,0.6486486486486487,0.8698906814721431
Oklahoma97,10,6,0.6486486486486487,0.8312678027078024
Oklahoma97,10,7,0.6486486486486487,0.8122655682665759
Oklahoma97,10,8,0.6575342465753424,0.7883437550664791
Oklahoma97,10,4,0.818359375,0.9162397130620618
Oklahoma97,10,5,0.8484162895927602,0.9053573076694608
Oklahoma97,10,6,0.5294117647058824,0.8133439657858988
Oklahoma97,10,7,0.6046511627906976,0.8233884638057515
Oklahoma97,10,8,0.6428571428571429,0.8432421397380814
Oklahoma97,10,4,0.8453815261044176,0.9268826510244744
Oklahoma97,10,5,0.8388429752066116,0.9225101550910942
Oklahoma97,10,6,0.7083333333333334,0.8395417185152604
Oklahoma97,10,7,0.6805555555555556,0.8167868084351608
Oklahoma97,10,8,0.6324324324324324,0.7881416276932122
Oklahoma97,10,4,0.8361774744027304,0.9093665913383582
Oklahoma97,10,5,0.8385964912280702,0.8968686745037171
Oklahoma97,10,6,0.773067331670823,0.8660038922239958
Oklahoma97,10,7,0.7242424242424242,0.8615310866849706
Oklahoma97,10,8,0.7547169811320755,0.8172283020077391
Oklahoma97,10,4,0.899488926746167,0.940908880357638
Oklahoma97,10,5,0.7642857142857142,0.9071640743605196
Oklahoma97,10,6,0.6133333333333333,0.8435649535979396
Oklahoma97,10,7,0.6486486486486487,0.8314899643257976
Oklahoma97,10,8,0.5847953216374269,0.8116564298923771
Oklahoma97,5,4,0.8485915492957746,0.9243382353603384
Oklahoma97,5,5,0.8333333333333334,0.9178340816697892
Oklahoma97,5,6,0.8435374149659864,0.8834967135574954
Oklahoma97,5,7,0.7833333333333333,0.8560758022489184
Oklahoma97,5,8,0.7100591715976331,0.8171154506231523
Oklahoma97,5,4,0.8485915492957746,0.9098171414129488
Oklahoma97,5,5,0.8371040723981901,0.895030287844183
Oklahoma97,5,6,0.4678899082568808,0.8012580879639944
Oklahoma97,5,7,0.5412844036697247,0.7909081840687664
Oklahoma97,5,8,0.5607476635514018,0.8008827465362764
Oklahoma97,5,4,0.7986798679867987,0.9103968013411784
Oklahoma97,5,5,0.7679324894514767,0.8887701105851512
Oklahoma97,5,6,0.6111111111111112,0.8255163670018356
Oklahoma97,5,7,0.6323529411764706,0.8087643867195331
Oklahoma97,5,8,0.6029411764705882,0.8225071370857853
Oklahoma97,5,4,0.8793565683646113,0.9229286081501734
Oklahoma97,5,5,0.8452722063037249,0.8969299207719562
Oklahoma97,5,6,0.7720364741641338,0.8797784806422009
Oklahoma97,5,7,0.68,0.8250759443070033
Oklahoma97,5,8,0.5463917525773195,0.7693391135163475
Oklahoma97,5,4,0.8466898954703833,0.8926390627656072
Oklahoma97,5,5,0.8225108225108225,0.9164535948798184
Oklahoma97,5,6,0.6081081081081081,0.8440560109443088
Oklahoma97,5,7,0.6486486486486487,0.8581053084804587
Oklahoma97,5,8,0.6756756756756757,0.8241992383856735
Oklahoma97,5,4,0.8523489932885906,0.9158817130115396
Oklahoma97,5,5,0.6666666666666666,0.8598114613174663
Oklahoma97,5,6,0.6805555555555556,0.8615459401729684
Oklahoma97,5,7,0.6857142857142857,0.8252491123196154
Oklahoma97,5,8,0.6857142857142857,0.818769131175604
Oklahoma97,5,4,0.8508474576271187,0.9050121819697023
Oklahoma97,5,5,0.8318181818181818,0.9112646258484094
Oklahoma97,5,6,0.7116883116883117,0.8452213929131204
Oklahoma97,5,7,0.7236842105263158,0.8618642553322947
Oklahoma97,5,8,0.6137566137566137,0.8066178257787429
Oklahoma97,5,4,0.8517350157728707,0.9197146419741056
Oklahoma97,5,5,0.676056338028169,0.8713760404934009
Oklahoma97,5,6,0.6901408450704225,0.8604789571441738
Oklahoma97,5,7,0.7142857142857143,0.8514420958391499
Oklahoma97,5,8,0.6041666666666666,0.8157030219887043
Oklahoma97,5,4,0.8339100346020761,0.9046355071507604
Oklahoma97,5,5,0.6438356164383562,0.8498678701625717
Oklahoma97,5,6,0.625,0.8361475653951668
Oklahoma97,5,7,0.6571428571428571,0.8021927513871334
Oklahoma97,5,8,0.6571428571428571,0.8109147272703027
Oklahoma97,5,4,0.8414239482200647,0.9258318839190818
Oklahoma97,5,5,0.8495934959349594,0.9280525410364424
Oklahoma97,5,6,0.8404907975460123,0.9083476149396912
Oklahoma97,5,7,0.6388888888888888,0.8435570513400265
Oklahoma97,5,8,0.6388888888888888,0.7872263410279523
Oklahoma97,5,4,0.8672839506172839,0.9099390638896552
Oklahoma97,5,5,0.8291666666666667,0.9021856719281164
Oklahoma97,5,6,0.6536312849162011,0.7986059171000873
Oklahoma97,5,7,0.674074074074074,0.8088505330159782
Oklahoma97,5,8,0.6242774566473989,0.8018177344338793
Oklahoma97,5,4,0.8716577540106952,0.9156611548414652
Oklahoma97,5,5,0.6575342465753424,0.8411331744667793
Oklahoma97,5,6,0.6666666666666666,0.8482369220321974
Oklahoma97,5,7,0.6521739130434783,0.8059559795394434
Oklahoma97,5,8,0.5915492957746479,0.7921540944731986
Oklahoma97,5,4,0.881159420289855,0.9306346536062821
Oklahoma97,5,5,0.8290598290598291,0.8850306433409132
Oklahoma97,5,6,0.7344913151364765,0.8596550173982908
Oklahoma97,5,7,0.6666666666666666,0.8221399274131943
Oklahoma97,5,8,0.6784741144414169,0.8147148197477236
Oklahoma97,5,4,0.8248407643312102,0.8944215482055395
Oklahoma97,5,5,0.8235294117647058,0.893506028198385
Oklahoma97,5,6,0.7487179487179487,0.8552697631223177
Oklahoma97,5,7,0.7705882352941177,0.8662464703746382
Oklahoma97,5,8,0.6627906976744186,0.8246191956579394
Oklahoma97,5,4,0.9356521739130436,0.959853582448891
Oklahoma97,5,5,0.8247191011235955,0.90416320893863
Oklahoma97,5,6,0.7713414634146342,0.8552336853977383
Oklahoma97,5,7,0.6285714285714286,0.8067906734874969
Oklahoma97,5,8,0.6142857142857143,0.7627409667943349
Oklahoma97,5,4,0.8384879725085911,0.9297741418036136
Oklahoma97,5,5,0.64,0.8589340122325219
Oklahoma97,5,6,0.6266666666666667,0.8156523125083774
Oklahoma97,5,7,0.6363636363636364,0.797488251779823
Oklahoma97,5,8,0.6216216216216216,0.7761050610891949
Oklahoma97,5,4,0.8696741854636592,0.9077996494167972
Oklahoma97,5,5,0.8312236286919831,0.8916328383660355
Oklahoma97,5,6,0.7275280898876404,0.8749929495859972
Oklahoma97,5,7,0.6024096385542169,0.8052895899399803
Oklahoma97,5,8,0.6046511627906976,0.7934473297216519
Oklahoma97,5,4,0.85,0.9286490917946608
Oklahoma97,5,5,0.8552036199095022,0.9165978651958056
Oklahoma97,5,6,0.7027027027027027,0.8458036617469542
Oklahoma97,5,7,0.6666666666666666,0.826406207212403
Oklahoma97,5,8,0.6901408450704225,0.8149222813299118
Oklahoma97,5,4,0.8209459459459459,0.9048229496879155
Oklahoma97,5,5,0.8149466192170819,0.8855173965398692
Oklahoma97,5,6,0.7744874715261959,0.8459880275809084
Oklahoma97,5,7,0.7467948717948718,0.840429775914488
Oklahoma97,5,8,0.7482758620689656,0.8386762160320327
Oklahoma97,5,4,0.9158249158249159,0.9484495554083184
Oklahoma97,5,5,0.7897574123989218,0.905655005736298
Oklahoma97,5,6,0.631578947368421,0.8301092322155621
Oklahoma97,5,7,0.6756756756756757,0.8227646831558847
Oklahoma97,5,8,0.5773809523809523,0.8096905244544519
Oklahoma97,2,4,0.8234042553191491,0.8718320729382362
Oklahoma97,2,5,0.8349514563106796,0.8614982755607523
Oklahoma97,2,6,0.8508474576271187,0.9239179083968468
Oklahoma97,2,7,0.7754237288135594,0.8756745893090726
Oklahoma97,2,8,0.7857142857142857,0.8490732723352241
Oklahoma97,2,4,0.8547368421052631,0.8947517613620699
Oklahoma97,2,5,0.821917808219178,0.90400928600253
Oklahoma97,2,6,0.4504504504504505,0.8128612436743349
Oklahoma97,2,7,0.5225225225225225,0.8132686868084545
Oklahoma97,2,8,0.5315315315315315,0.8425874087847139
Oklahoma97,2,4,0.8380952380952381,0.92198737673506
Oklahoma97,2,5,0.8255813953488372,0.8854119433167588
Oklahoma97,2,6,0.8318318318318318,0.8936995595455905
Oklahoma97,2,7,0.5915492957746479,0.8068226714626672
Oklahoma97,2,8,0.5633802816901409,0.8057824106372181
Oklahoma97,2,4,0.7769652650822669,0.8677849971692688
Oklahoma97,2,5,0.75,0.8947433807506936
Oklahoma97,2,6,0.6578947368421053,0.858566641627139
Oklahoma97,2,7,0.7228915662650602,0.8714495208149226
Oklahoma97,2,8,0.6533333333333333,0.8156210051020796
Oklahoma97,2,4,0.8611825192802056,0.9156109729775056
Oklahoma97,2,5,0.8827586206896552,0.9231521048301832
Oklahoma97,2,6,0.6756756756756757,0.8567582666340207
Oklahoma97,2,7,0.7083333333333334,0.8626110685187729
Oklahoma97,2,8,0.35200000000000004,0.744773921906133
Oklahoma97,2,4,0.8802992518703242,0.9203712315829528
Oklahoma97,2,5,0.6891891891891891,0.8622328187895375
Oklahoma97,2,6,0.7340425531914894,0.8889951684839482
Oklahoma97,2,7,0.5955882352941176,0.7902038556151262
Oklahoma97,2,8,0.6944444444444444,0.8053985406933862
Oklahoma97,2,4,0.8633405639913232,0.9257793543195628
Oklahoma97,2,5,0.8848039215686274,0.9303458170522324
Oklahoma97,2,6,0.6595744680851063,0.8428025172749883
Oklahoma97,2,7,0.6410256410256411,0.817948457771885
Oklahoma97,2,8,0.6977886977886978,0.8247614262459757
Oklahoma97,2,4,0.8938271604938272,0.9295883829295816
Oklahoma97,2,5,0.6805555555555556,0.8804630937532195
Oklahoma97,2,6,0.6666666666666666,0.8245221818221088
Oklahoma97,2,7,0.676056338028169,0.8527063856136421
Oklahoma97,2,8,0.6567164179104478,0.8114950859065546
Oklahoma97,2,4,0.8860465116279069,0.9129114016538954
Oklahoma97,2,5,0.6438356164383562,0.8547679323427463
Oklahoma97,2,6,0.6527777777777778,0.8183245603142755
Oklahoma97,2,7,0.6428571428571429,0.7963182383171039
Oklahoma97,2,8,0.625,0.8040492427696501
Oklahoma97,2,4,0.8668122270742358,0.9212271448293208
Oklahoma97,2,5,0.8946015424164524,0.9350138110971814
Oklahoma97,2,6,0.8545994065281899,0.9173385759809548
Oklahoma97,2,7,0.6447368421052632,0.8511555933250972
Oklahoma97,2,8,0.6351351351351351,0.8734374699742614
Oklahoma97,2,4,0.9162436548223348,0.9359366075283121
Oklahoma97,2,5,0.8548895899053628,0.9166340433936616
Oklahoma97,2,6,0.6101694915254238,0.8385947257185986
Oklahoma97,2,7,0.472972972972973,0.7250579104218294
Oklahoma97,2,8,0.4421768707482993,0.7294166307482293
Oklahoma97,2,4,0.7850467289719626,0.8866745233055141
Oklahoma97,2,5,0.6486486486486487,0.8199292167717489
Oklahoma97,2,6,0.625,0.7970909780257845
Oklahoma97,2,7,0.6395061728395062,0.8216716135874417
Oklahoma97,2,8,0.6010638297872339,0.7964312714468744
Oklahoma97,2,4,0.8107606679035251,0.8927213076223173
Oklahoma97,2,5,0.8236434108527132,0.899722811486836
Oklahoma97,2,6,0.7759036144578313,0.9008581643074812
Oklahoma97,2,7,0.6703601108033241,0.8653914256008146
Oklahoma97,2,8,0.6584022038567493,0.8753545770820134
Oklahoma97,2,4,0.8560606060606061,0.9212460288331104
Oklahoma97,2,5,0.8333333333333334,0.8958667674453198
Oklahoma97,2,6,0.73,0.8518334446279239
Oklahoma97,2,7,0.6751592356687898,0.8278364135633713
Oklahoma97,2,8,0.6583850931677019,0.8085226727702584
Oklahoma97,2,4,0.8029978586723768,0.8964552998788724
Oklahoma97,2,5,0.8361858190709046,0.9163399458847838
Oklahoma97,2,6,0.7927631578947368,0.8818293437571079
Oklahoma97,2,7,0.6081081081081081,0.8301979951045039
Oklahoma97,2,8,0.6438356164383562,0.807716078541787
Oklahoma97,2,4,0.8502772643253235,0.9101244768314628
Oklahoma97,2,5,0.6756756756756757,0.8648145205183543
Oklahoma97,2,6,0.7013333333333334,0.8306281164311194
Oklahoma97,2,7,0.6666666666666666,0.8234092268864954
Oklahoma97,2,8,0.6712328767123288,0.7879446362976172
Oklahoma97,2,4,0.8463157894736842,0.9211014363670804
Oklahoma97,2,5,0.8344671201814059,0.9071192341363656
Oklahoma97,2,6,0.6842105263157895,0.845342329798922
Oklahoma97,2,7,0.6043956043956044,0.833425973215134
Oklahoma97,2,8,0.6807909604519774,0.8477147626990031
Oklahoma97,2,4,0.8628691983122363,0.9222493221772928
Oklahoma97,2,5,0.7249190938511327,0.8406477987652643
Oklahoma97,2,6,0.7222222222222222,0.8052888080759165
Oklahoma97,2,7,0.6631299734748011,0.7903176193387865
Oklahoma97,2,8,0.6236559139784946,0.7633625258825183
Oklahoma97,2,4,0.8458904109589042,0.9072789950565144
Oklahoma97,2,5,0.8327526132404182,0.9002866242266698
Oklahoma97,2,6,0.7922705314009661,0.8695233373941522
Oklahoma97,2,7,0.7394136807817591,0.8423376298734153
Oklahoma97,2,8,0.6942675159235668,0.8273453993411157
Oklahoma97,2,4,0.9230769230769232,0.9644410472388248
Oklahoma97,2,5,0.7577937649880095,0.9099216918983286
Oklahoma97,2,6,0.6233766233766234,0.8375563495378766
Oklahoma97,2,7,0.6621621621621622,0.830800493734788
Oklahoma97,2,8,0.5632183908045977,0.8146978554250895
Oklahoma97,1,4,0.8833333333333333,0.9280550326573686
Oklahoma97,1,5,0.8461538461538461,0.9125167622017096
Oklahoma97,1,6,0.8013245033112583,0.8884722238354814
Oklahoma97,1,7,0.6794871794871795,0.8400771937887657
Oklahoma97,1,8,0.6368715083798883,0.7767456341666718
Oklahoma97,1,4,0.8823529411764706,0.9220104073041904
Oklahoma97,1,5,0.8371040723981901,0.9047442316547478
Oklahoma97,1,6,0.459016393442623,0.8005671741053502
Oklahoma97,1,7,0.4761904761904762,0.8099823173429036
Oklahoma97,1,8,0.4803149606299213,0.808030068689366
Oklahoma97,1,4,0.8246753246753247,0.8964009163109459
Oklahoma97,1,5,0.7777777777777778,0.8732841256573817
Oklahoma97,1,6,0.6056338028169014,0.8198745934873033
Oklahoma97,1,7,0.5833333333333334,0.8120159245535399
Oklahoma97,1,8,0.6111111111111112,0.8143523388086575
Oklahoma97,1,4,0.8648648648648649,0.9028230571127788
Oklahoma97,1,5,0.8404494382022472,0.9019452096869116
Oklahoma97,1,6,0.64,0.8383975085833001
Oklahoma97,1,7,0.64,0.8006452127717619
Oklahoma97,1,8,0.5678391959798995,0.7690647491514202
Oklahoma97,1,4,0.8566308243727598,0.9056249272492252
Oklahoma97,1,5,0.8493150684931506,0.9093867490986192
Oklahoma97,1,6,0.625,0.8311466183852613
Oklahoma97,1,7,0.5833333333333334,0.8203657041731901
Oklahoma97,1,8,0.5167785234899329,0.7722001057437432
Oklahoma97,1,4,0.8591065292096219,0.9229228974266542
Oklahoma97,1,5,0.8185483870967742,0.8862619032605525
Oklahoma97,1,6,0.6216216216216216,0.8282324699380537
Oklahoma97,1,7,0.6388888888888888,0.8178863686536653
Oklahoma97,1,8,0.676056338028169,0.7869139412412823
Oklahoma97,1,4,0.8620689655172413,0.9073677823656124
Oklahoma97,1,5,0.8251121076233184,0.9078528219659618
Oklahoma97,1,6,0.6891891891891891,0.8604203635951385
Oklahoma97,1,7,0.7295918367346939,0.8381699041391358
Oklahoma97,1,8,0.5921787709497207,0.8110912523225481
Oklahoma97,1,4,0.8191126279863481,0.9162767239013324
Oklahoma97,1,5,0.8154506437768241,0.8948342969468046
Oklahoma97,1,6,0.7,0.8515461732431668
Oklahoma97,1,7,0.6901408450704225,0.8292102845391142
Oklahoma97,1,8,0.6684491978609626,0.8234217739346782
