dataset,T2,ratio,div,recall
1684,20,0.025,1.0588235294117647,0.9857142857142858
1684,20,0.05,0.9718309859154928,0.9714285714285714
1684,20,0.075,0.9090909090909092,0.9714285714285714
1684,20,0.1,0.8181818181818182,0.9678571428571427
1684,20,0.125,0.8134715025906736,0.96
1684,20,0.15,0.8103448275862069,0.95
1684,20,0.175,0.7948717948717948,0.9510204081632652
1684,20,0.2,0.7554858934169278,0.9535714285714286
1684,20,0.025,1.0588235294117647,0.9857142857142858
1684,20,0.05,0.8918918918918919,0.9785714285714284
1684,20,0.075,0.8103448275862069,0.9666666666666668
1684,20,0.1,0.8421052631578947,0.9642857142857144
1684,20,0.125,0.8518518518518519,0.9685714285714284
1684,20,0.15,0.8260869565217391,0.9714285714285714
1684,20,0.175,0.8081180811808119,0.9653061224489796
1684,20,0.2,0.8122977346278317,0.9625
1684,20,0.025,1.1875,1.0
1684,20,0.05,1.0588235294117647,1.0
1684,20,0.075,0.9444444444444444,0.9809523809523808
1684,20,0.1,0.8666666666666667,0.9714285714285714
1684,20,0.125,0.8817204301075269,0.9714285714285714
1684,20,0.15,0.875,0.9714285714285714
1684,20,0.175,0.8992248062015504,0.9673469387755104
1684,20,0.2,0.8855218855218855,0.9625
1684,20,0.025,0.75,0.9857142857142858
1684,20,0.05,0.8181818181818182,0.9928571428571428
1684,20,0.075,0.7647058823529411,0.9904761904761904
1684,20,0.1,0.8791946308724832,0.975
1684,20,0.125,0.8617021276595744,0.9628571428571427
1684,20,0.15,0.8918918918918919,0.961904761904762
1684,20,0.175,0.8773946360153256,0.9653061224489796
1684,20,0.2,0.8791946308724832,0.9607142857142856
1684,20,0.025,0.5555555555555556,1.0
1684,20,0.05,0.627906976744186,0.9714285714285714
1684,20,0.075,0.7213114754098361,0.9666666666666668
1684,20,0.1,0.7073170731707317,0.9607142857142856
1684,20,0.125,0.6826923076923077,0.9685714285714284
1684,20,0.15,0.68,0.9595238095238096
1684,20,0.175,0.7073170731707317,0.9571428571428572
1684,20,0.2,0.7230769230769231,0.9589285714285716
1684,20,0.025,1.0588235294117647,0.9714285714285714
1684,20,0.05,0.8421052631578947,0.9714285714285714
1684,20,0.075,0.7948717948717948,0.9571428571428572
1684,20,0.1,0.9047619047619048,0.9535714285714286
1684,20,0.125,0.8229166666666666,0.9571428571428572
1684,20,0.15,0.7872340425531915,0.9571428571428572
1684,20,0.175,0.75,0.9530612244897959
1684,20,0.2,0.75,0.9553571428571428
1684,20,0.025,0.8421052631578947,0.9857142857142858
1684,20,0.05,0.7721518987341772,0.9928571428571428
1684,20,0.075,0.7948717948717948,0.9857142857142858
1684,20,0.1,0.8666666666666667,0.9785714285714284
1684,20,0.125,0.8817204301075269,0.9771428571428572
1684,20,0.15,0.8502202643171806,0.9785714285714284
1684,20,0.175,0.8014705882352942,0.9775510204081632
