dataset,ratio,div,recall
citeseer,0.2,1.2962962962962965,0.989247311827957
citeseer,0.025,1.0909090909090908,1.0
citeseer,0.05,1.4210526315789471,0.9782608695652174
citeseer,0.075,1.15625,0.9855072463768116
citeseer,0.1,1.0217391304347827,0.989247311827957
citeseer,0.125,1.0,0.9913793103448276
citeseer,0.15,0.9577464788732394,0.9784172661870504
citeseer,0.175,0.9638554216867472,0.98159509202454
citeseer,0.2,1.0666666666666669,0.9731182795698924
citeseer,0.025,0.9166666666666666,0.9565217391304348
citeseer,0.05,1.0,0.9782608695652174
citeseer,0.075,1.0294117647058822,0.9855072463768116
citeseer,0.1,1.1136363636363635,0.9784946236559141
citeseer,0.125,1.0714285714285714,0.9827586206896552
citeseer,0.15,1.0746268656716418,0.9856115107913668
citeseer,0.175,1.0632911392405062,0.98159509202454
citeseer,0.2,1.0898876404494382,0.9731182795698924
citeseer,0.025,1.875,1.0
citeseer,0.05,1.7058823529411764,0.9782608695652174
citeseer,0.075,1.2258064516129032,0.9855072463768116
citeseer,0.1,1.162790697674419,0.978494623655914
citeseer,0.125,1.2745098039215683,0.9741379310344828
citeseer,0.15,1.0441176470588236,0.9784172661870504
citeseer,0.175,1.1447368421052628,0.98159509202454
citeseer,0.2,1.325,0.978494623655914
citeseer,0.025,1.0909090909090908,1.0
citeseer,0.05,1.0909090909090908,1.0
citeseer,0.075,1.15625,1.0
citeseer,0.1,1.0666666666666669,0.989247311827957
citeseer,0.125,1.2745098039215683,0.9913793103448276
citeseer,0.15,1.3965517241379308,0.9928057553956836
citeseer,0.175,1.2638888888888888,0.9938650306748468
citeseer,0.2,1.2682926829268293,0.9838709677419356
citeseer,0.025,0.9166666666666666,1.0
citeseer,0.05,0.7037037037037037,0.9565217391304348
citeseer,0.075,0.8157894736842105,0.9710144927536232
citeseer,0.1,0.86,0.967741935483871
citeseer,0.125,0.8709677419354839,0.9741379310344828
citeseer,0.15,1.106060606060606,0.9712230215827338
citeseer,0.175,1.2328767123287672,0.950920245398773
citeseer,0.2,1.2962962962962965,0.9408602150537636
citeseer,0.025,0.4375,0.9565217391304348
citeseer,0.05,0.84,0.9565217391304348
citeseer,0.075,0.8157894736842105,0.9420289855072465
citeseer,0.1,0.9787234042553192,0.956989247311828
citeseer,0.125,0.9333333333333332,0.9655172413793104
citeseer,0.15,0.9857142857142858,0.9712230215827338
citeseer,0.175,1.1168831168831168,0.9447852760736196
citeseer,0.2,1.1379310344827591,0.9086021505376344
citeseer,0.025,0.6428571428571429,1.0
citeseer,0.05,0.7692307692307693,1.0
citeseer,0.075,0.9166666666666666,1.0
citeseer,0.1,0.9787234042553192,1.0
citeseer,0.125,1.0350877192982455,1.0
citeseer,0.15,0.9857142857142858,1.0
citeseer,0.175,0.9404761904761904,0.9938650306748468
citeseer,0.2,1.0217391304347827,0.989247311827957
citeseer,0.025,0.7692307692307693,1.0
citeseer,0.05,0.7037037037037037,1.0
citeseer,0.075,0.6829268292682927,1.0
citeseer,0.1,0.7222222222222222,1.0
citeseer,0.125,0.7313432835820896,1.0
citeseer,0.15,0.7820512820512819,1.0
citeseer,0.175,0.7340425531914894,1.0
citeseer,0.2,0.7222222222222222,1.0
citeseer,0.025,0.7692307692307693,1.0
citeseer,0.05,0.7692307692307693,1.0
citeseer,0.075,0.8648648648648649,1.0
citeseer,0.1,0.7547169811320755,1.0
citeseer,0.125,0.9016393442622952,1.0
citeseer,0.15,0.9305555555555556,1.0
citeseer,0.175,1.0123456790123455,0.9938650306748468
citeseer,0.2,1.0898876404494382,0.9838709677419356
citeseer,0.025,1.0909090909090908,1.0
citeseer,0.05,0.7692307692307693,1.0
citeseer,0.075,0.8648648648648649,1.0
citeseer,0.1,0.9375,1.0
citeseer,0.125,0.8709677419354839,1.0
citeseer,0.15,0.8783783783783784,0.9928057553956836
citeseer,0.175,0.8111111111111111,0.9938650306748468
citeseer,0.2,0.8787878787878788,0.989247311827957
citeseer,0.025,0.7692307692307693,1.0
citeseer,0.05,1.1904761904761905,1.0
citeseer,0.075,0.9166666666666666,1.0
citeseer,0.1,0.8979591836734694,1.0
citeseer,0.125,0.8709677419354839,1.0
citeseer,0.15,0.9857142857142858,0.9856115107913669
citeseer,0.175,0.9176470588235294,0.9754601226993865
citeseer,0.2,0.9578947368421052,0.978494623655914
