dataset,T2,clusters,min,mean
1684,1,6,0.3018867924528302,0.5637774325523481
1684,1,7,0.3035714285714285,0.5797284446487022
1684,1,8,0.3035714285714285,0.5834549592117357
1684,1,4,0.4068627450980392,0.5975573686570337
1684,1,5,0.3333333333333333,0.6171177944862156
1684,1,6,0.3269230769230769,0.5802110324557338
1684,1,7,0.3,0.5408571870306563
1684,1,8,0.19230769230769232,0.5607821063648132
1684,1,4,0.3910891089108911,0.6001380096371013
1684,1,5,0.32515337423312884,0.608424807693563
1684,1,6,0.3291925465838509,0.6268022855657894
1684,1,7,0.3207547169811321,0.5913018732815868
1684,1,8,0.25,0.5518093275661526
1684,1,4,0.3734939759036144,0.5794976808981904
1684,1,5,0.3374233128834356,0.6020068908228243
1684,1,6,0.32653061224489793,0.5666316460708131
1684,1,7,0.2786885245901639,0.5899157821097426
1684,1,8,0.16666666666666666,0.5431831511353787
1684,1,4,0.3930348258706468,0.5959969569970023
1684,1,5,0.3475609756097561,0.6033409077093483
1684,1,6,0.3416149068322981,0.6249990416496819
1684,1,7,0.17391304347826084,0.5702374846025898
1684,1,8,0.3333333333333333,0.6265642548537286
1684,1,4,0.3712871287128713,0.6053781660477043
1684,1,5,0.32142857142857145,0.6197939965115913
1684,1,6,0.2903225806451613,0.5824397454671216
1684,1,7,0.2727272727272727,0.6030365121328275
1684,1,8,0.2716049382716049,0.573866766727411
1684,1,4,0.3930348258706468,0.5972564418375829
1684,1,5,0.32926829268292684,0.5982091396483906
1684,1,6,0.2786885245901639,0.5618837126437262
1684,1,7,0.2786885245901639,0.5873378294081866
1684,1,8,0.18181818181818185,0.5491023712616697
1684,1,4,0.4,0.5955920815295815
1684,1,5,0.3291139240506329,0.6075832006262728
1684,1,6,0.3248407643312102,0.6189314878455302
1684,1,7,0.29310344827586204,0.5790757916985243
1684,1,8,0.25,0.5569148188381878
1684,1,4,0.39,0.5956210190187996
1684,1,5,0.3515151515151515,0.5972740907386577
1684,1,6,0.36585365853658536,0.6181270861775819
1684,1,7,0.18571428571428567,0.5939584852508643
1684,1,8,0.2,0.5633559282066594
1684,1,4,0.4015748031496063,0.5893929331804164
1684,1,5,0.34355828220858897,0.6019159713062028
1684,1,6,0.3050847457627119,0.564726675824521
1684,1,7,0.3,0.5901044720217118
1684,1,8,0.3,0.5807971971639603
