dataset,auc,ap,dp,true,false,fnr,tnr
1684,0.891098359588198,0.837181114430062,0.016487106964135,0.001236344461141,0.023221224961812,0.080794715721144,0.056518052228598
1684,0.91186118872367,0.865332595454823,0.001898963488813,0.003237495299624,0.023022206457626,0.07922080074241,0.04897548763095
1684,0.905119495076323,0.856345105850235,0.001074552039004,0.002231873321516,0.043274258426204,0.032874537120315,0.066688149586386
1684,0.897970547475483,0.845229928716385,0.051337652405194,0.00492924902275,0.044750035652211,0.068461653188387,0.052014875948851
1684,0.89408751711942,0.837310895750525,0.033078897860128,0.000114776947089,0.004890560831479,0.077397237139866,0.051560115920658
1684,0.897814107012399,0.845179257315138,0.026536982846429,0.007940792035645,0.014045529066378,0.096961706220873,0.043846867673874
1684,0.911399498576519,0.864722598816585,0.009416891443386,0.002223480016076,0.019848257089637,0.057873272158987,0.049700855489717
1684,0.90658876355563,0.854607845207892,0.000991064931269,0.001690812447566,0.037352755751708,0.045688461258109,0.055766293906104
1684,0.907273031597412,0.857750753705523,0.013652942418968,0.003254887335332,0.021263620318017,0.087455521417786,0.038812335958005
1684,0.906916398216528,0.855062489493745,0.039800477016099,0.007097017944082,0.028714250389062,0.079938197994546,0.047512828055038
1684,0.915772709050246,0.870994169143004,0.019042864728134,0.002712213475374,0.017158050437838,0.049386435677745,0.045393648202806
1684,0.895722129177596,0.842954339526318,0.000345728216229,0.003889331441927,0.049301082629491,0.021796438385054,0.090559497593997
1684,0.913280091005106,0.866501989924807,0.033954082944126,0.013497543907639,0.024385011985216,0.058951470958009,0.034925601786209
1684,0.901498470699083,0.849225500675225,0.011436153899341,0.00374989263351,0.019824180754236,0.061250225184652,0.050677336008826
1684,0.913186989851465,0.868320748444535,0.023932703519399,0.009987574287974,0.013914379749199,0.04312604686206,0.039516976205775
1684,0.906897320111274,0.859934884501821,0.020307212607126,0.020129624121894,0.006585864046027,0.071535970390932,0.027392048696976
1684,0.905013166436373,0.853774999150454,0.00691437446552,0.000878526905546,0.06025543387254,0.067714742736388,0.070656988188976
1684,0.905084391362655,0.855448949562592,0.001684332656924,0.003119509296693,0.018602626176395,0.046665302063239,0.052545108900506
1684,0.918559893040511,0.87638244070173,0.01763522228919,0.00971372895257,0.003891275337705,0.090696627550611,0.045061444638534
1684,0.908490977836838,0.859838984379525,0.011075424908895,0.002825510616951,0.019082771672476,0.084962612620114,0.043953522673266
