dataset,auc,ap,dp,true,false,fnr,tnr
1684,0.92959059912373,0.9210253662206268,0.01373525017011149,0.010276394654202513,0.008906722453746891,0.043823428766967036,0.038050082838674
1684,0.945722536177175,0.9377791113588878,0.0076703791579381874,0.003413481112140945,0.0057440069388214575,0.033035595916744,0.0317275628199998
1684,0.9470880197638996,0.9424896063343372,0.008220091912437466,0.003965099733623344,0.013667385824770659,0.06153120910066433,0.0590358791952879
1684,0.9393255202980866,0.9312516374233132,0.026188120989243696,6.711310161099175e-05,0.01207283328507636,0.05704378231472889,0.04958581690356106
1684,0.9419837362968329,0.9329229157064628,0.03435509537313617,0.0039158240660572274,0.017553593045540047,0.029710034789070163,0.051703480691837424
1684,0.9459769109138972,0.9331350544560804,0.034549797469848355,0.008198034751569723,0.0012194741661605102,0.07115196444267542,0.048328015108101065
1684,0.9528363800643466,0.9480069829797604,0.01506522204275364,0.0023748391855781745,0.00041325653230395165,0.03582292868007154,0.025073991348703844
1684,0.9470875110144262,0.9379129212746636,0.020411543647660152,0.006967510897775793,0.008186527472973609,0.0322847354555205,0.05434996797871816
1684,0.9452397329268764,0.9397145579941298,0.02266026331861527,0.0015318164233184461,0.008404374708475831,0.03670962161528199,0.04189632545931758
1684,0.9483588759485634,0.9403128894536392,0.025365246470614448,0.0040810938029442615,0.013661924317561904,0.028636311789043627,0.07979540477824623
1684,0.9522686156519828,0.9427975714236628,0.026979615102941768,0.0031024449234238025,0.014864433301327829,0.051757001328604765,0.062260048557888
1684,0.9459931908970476,0.9317293051857412,0.012643662333821169,0.003439763425456654,0.006191881280633188,0.04120482077174527,0.03921376722942664
1684,0.9493524636702,0.9399456027270509,0.032255013816193875,0.004966568845890222,0.0002092087836997538,0.032926829268292684,0.04280953079417852
1684,0.9441403253147632,0.9386483361074768,0.017026961885377324,0.001275414285029982,0.003137164088349804,0.030960560073053006,0.04099091107454062
1684,0.9479355963866578,0.9442206104473618,0.01632443412773896,0.007218401862185955,0.014499399339342422,0.0313223203963495,0.061524339870880886
1684,0.9457464474024272,0.9393999118922256,0.021645793837220748,0.013851262582212623,0.007943021933538302,0.05047338158025181,0.046582027854309975
1684,0.9511015443599016,0.946389465564048,0.016037612634255037,0.0009052838608800242,0.004717078705021818,0.03622843557979962,0.042023458005249335
1684,0.9469135186945079,0.941438684446086,0.009578790372230537,0.008871536977898577,0.008886299151972255,0.07596292413838733,0.0549951654402727
1684,0.955706235844046,0.9513306830819904,0.023698687504070687,0.009700452634303277,0.021154252058778782,0.039449045325703334,0.07243827444250353
1684,0.948765875527319,0.9416220742721586,0.020910877478522275,0.020275388542412225,0.008243543927518334,0.07581977450996719,0.04481391042134417
