dataset,auc,ap,dp,true,false,fnr,tnr
Oklahoma97,0.869494842729212,0.846319612876039,0.078474813112017,0.044687710490942,0.011842973112889,0.347679990546629,0.017086613926501
Oklahoma97,0.863522841550463,0.842110993047079,0.080642909379871,0.040423132717299,0.001935708349797,0.325416850075547,0.018771617199627
Oklahoma97,0.86369380234847,0.837648235824573,0.08022670001019,0.035638442498358,0.000756694245762,0.333816687444574,0.018762618223435
Oklahoma97,0.864438063623561,0.842526656139572,0.065406278810736,0.036252834586762,0.015004225062679,0.321203364728233,0.02338373105237
Oklahoma97,0.872048578973213,0.849851458316392,0.066854792289946,0.029274031271874,0.018620018449187,0.323770416837549,0.028682129947417
Oklahoma97,0.870275895633281,0.848097681192078,0.074522915231465,0.035980121869537,0.007583195135189,0.322944535027617,0.021235300918588
Oklahoma97,0.865739066345563,0.843635653253277,0.073148395666159,0.036234908151225,0.012825088339045,0.349339045075301,0.020566844220797
Oklahoma97,0.864033122610351,0.839685888033675,0.079579402618856,0.031603163657534,0.009505642585712,0.317487743334249,0.0215630594343
Oklahoma97,0.863899764610029,0.839989440308728,0.068417789083242,0.02465887131781,0.005199928491607,0.314347629717019,0.013320829826295
Oklahoma97,0.867064282919683,0.844307324340899,0.066746388785902,0.041138105690084,0.024665581208673,0.337388444238619,0.029778928403439
Oklahoma97,0.859649175314611,0.83519438474022,0.068066365023422,0.036619631212081,0.01373457883302,0.335020864325004,0.021456731412573
Oklahoma97,0.8652500807952,0.843700233971962,0.077846014966748,0.029315370040445,0.003390721143517,0.31126031297223,0.016144171749396
Oklahoma97,0.870603346725449,0.850091623686194,0.079350366575219,0.037820460045965,0.00865609688474,0.329013800830252,0.017000713175754
Oklahoma97,0.865520889934495,0.842964261283398,0.068411352325186,0.034593064844439,0.016198451701613,0.311039880475282,0.023163194061114
Oklahoma97,0.868895417025469,0.845529331947111,0.062717780401376,0.031595905237135,0.035338780539403,0.3451357960283,0.04261544479013
Oklahoma97,0.86143663684307,0.834688283986242,0.069796435682312,0.034450566993315,0.016726409198986,0.327489249036838,0.021957260277243
Oklahoma97,0.864085456977672,0.838979392874358,0.085080304228829,0.034390707861117,0.009964157844221,0.334123447020015,0.031035450050843
Oklahoma97,0.865761667184043,0.841658728254781,0.073910361808967,0.029559293353911,0.002706522330566,0.337535420366225,0.020231125915348
Oklahoma97,0.86384571466751,0.838576139455708,0.070991478526152,0.034907606606089,0.007174571241741,0.312510373096671,0.012937819014792
Oklahoma97,0.863594960975233,0.839616695711335,0.071181643028057,0.039735782299048,0.003333714729705,0.317180267443854,0.017048847325586
