dataset,alpha,auc,ap,dp,true,false,fnr,tnr
cora,50.0,0.6995218360344075,0.6873583369101169,0.17512632872972375,0.03992333903383054,0.04724448224770296,0.307843137254902,0.08431372549019607
cora,50.0,0.7573857969459437,0.7302521286297429,0.3325287332182156,0.15286657730660566,0.2348248388678933,0.4301960784313725,0.2845156369183829
cora,50.0,0.6601471218345942,0.6047849214062038,0.24186388088841085,0.07168206017097646,0.20493099700210124,0.23137254901960785,0.2476689735195392
cora,50.0,0.7130836174832299,0.6693841863046106,0.2767569238326257,0.16168256693065314,0.1840114578735718,0.3817204301075269,0.22233549976636507
cora,50.0,0.6566707113769178,0.6327490701885619,0.1500607353578743,0.07240347238914177,0.1290057570006122,0.2580455879034078,0.2706620701847432
cora,50.0,0.6755650292191309,0.6284464472134247,0.2277387034115328,0.13904170344638833,0.16783155132995387,0.2376346604215457,0.2130820597857751
cora,50.0,0.7334793989824613,0.6960511194236687,0.2682840791324723,0.06325964133968108,0.1758132760462832,0.1922541156606163,0.20595616904943306
cora,50.0,0.664421072340303,0.6109860855715732,0.10075256801758252,0.04041564085869708,0.03756216182424227,0.19725490196078432,0.11515594541910333
cora,50.0,0.7446989691389809,0.717111495776577,0.2294182477037386,0.10189995794353532,0.10837888102827736,0.34879839786381844,0.2270138118761972
cora,50.0,0.6677066492876148,0.6293333031150373,0.16521101702405275,0.06090074177888099,0.1306018298909138,0.29219300062124665,0.21804386090100367
cora,50.0,0.5682697881748036,0.5424927753907749,0.05351108131236385,0.04126685424811488,0.023186907631477408,0.23141144569716,0.09709509454645107
cora,50.0,0.6821253812169417,0.6615799170544516,0.189547103494444,0.10125215598084426,0.10273548863459588,0.3256166901799837,0.13704918032786886
cora,50.0,0.6815744844794747,0.6401422056361417,0.15758279666117425,0.0458205958948845,0.11176201103876995,0.2477273844037148,0.1880967952910399
