dataset,alpha,auc,ap,dp,true,false,fnr,tnr
Oklahoma97,20.0,0.6391981073326873,0.5702528508357494,0.05628166633292063,0.03387919020635715,0.041866301016890387,0.23969723457661016,0.07337959112429257
Oklahoma97,20.0,0.6979354861303297,0.624760335756704,0.035624329842467765,0.030699922859714318,4.438742306461774e-05,0.0994735377760834,0.019182515768535968
Oklahoma97,20.0,0.6949831210709947,0.6307921093731175,0.044605927790818255,0.01244300245703058,0.028487990937395118,0.08168229126148185,0.04563310943612962
Oklahoma97,20.0,0.6835355166675682,0.6066672855135161,0.05741000071238087,0.04285236704202672,0.010344600921185672,0.1199316428556054,0.029184222879623783
Oklahoma97,20.0,0.6707183051817699,0.6068569890173059,0.04058316128662582,0.010287985691573057,0.02360521687992136,0.0553564670176117,0.05376476906552095
Oklahoma97,20.0,0.7257365873394019,0.648525837691481,0.08423472542025548,0.07114337239216656,0.05103198821300404,0.2296068387333203,0.09956392378191503
Oklahoma97,20.0,0.7752333093693585,0.6958170337272647,0.04801442682325642,0.02751852031935824,0.014243378997804266,0.0827560409159965,0.043059947520688965
Oklahoma97,20.0,0.6629516258701952,0.5899821177283561,0.04878937821500035,0.04286033310886544,0.020922822210258887,0.1467350319529229,0.05521818345374452
Oklahoma97,20.0,0.7607926509383106,0.6928208690769997,0.0956512821705968,0.08045231212753334,0.04344238778144406,0.2461737107871701,0.08550838361363249
Oklahoma97,20.0,0.496376956923529,0.5034823163537065,0.01279151274876002,4.4552554732803526e-05,0.010499178480299862,0.06771570678254787,0.03369990477559138
Oklahoma97,20.0,0.6951003116398291,0.6396174281062756,0.07454775717225433,0.07867335628839507,0.029392840975403275,0.1897235460414189,0.056680725174326485
Oklahoma97,20.0,0.6739422719015504,0.6071045416616663,0.05004773720508904,0.03411191177330751,0.0021224284634163483,0.0584059749932386,0.019102432805250168
Oklahoma97,20.0,0.6840503384074639,0.6018936262838313,0.05871751173120258,0.042018826925406254,0.0014014891890643856,0.19423751607290207,0.030325419288228295
Oklahoma97,20.0,0.669444984757394,0.609075326143996,0.033200922364669434,0.0018148481076678566,0.0182014022786523,0.08263327263403979,0.04184347426463731
